region,district,value,month,indicator
Lower Shabelle,Qoryooley,0.566,2015-05-01,ndvi
Lower Shabelle,Sablaale,0.68,2015-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.434,2015-05-01,ndvi
Bay,Baydhaba,0.537,2015-05-01,ndvi
Bay,Buur Hakaba,0.552,2015-05-01,ndvi
Bay,Diinsoor,0.57,2015-05-01,ndvi
Bay,Qansax Dheere,0.476,2015-05-01,ndvi
Bakool,Xudur,0.396,2015-05-01,ndvi
Bakool,Ceel Barde,0.405,2015-05-01,ndvi
Bakool,Tayeeglow,0.519,2015-05-01,ndvi
Bakool,Waajid,0.413,2015-05-01,ndvi
Bakool,Rab Dhuure,0.324,2015-05-01,ndvi
Lower Shabelle,Marka,0.363,2015-06-01,ndvi
Lower Shabelle,Afgooye,0.358,2015-06-01,ndvi
Lower Shabelle,Baraawe,0.397,2015-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.529,2015-06-01,ndvi
Lower Shabelle,Qoryooley,0.493,2015-06-01,ndvi
Lower Shabelle,Sablaale,0.592,2015-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.373,2015-06-01,ndvi
Bay,Baydhaba,0.419,2015-06-01,ndvi
Bay,Buur Hakaba,0.474,2015-06-01,ndvi
Bay,Diinsoor,0.499,2015-06-01,ndvi
Bay,Qansax Dheere,0.389,2015-06-01,ndvi
Bakool,Xudur,0.303,2015-06-01,ndvi
Bakool,Ceel Barde,0.292,2015-06-01,ndvi
Bakool,Tayeeglow,0.373,2015-06-01,ndvi
Bakool,Waajid,0.303,2015-06-01,ndvi
Bakool,Rab Dhuure,0.261,2015-06-01,ndvi
Lower Shabelle,Marka,0.363,2015-07-01,ndvi
Lower Shabelle,Afgooye,0.271,2015-07-01,ndvi
Lower Shabelle,Baraawe,0.322,2015-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.395,2015-07-01,ndvi
Lower Shabelle,Qoryooley,0.366,2015-07-01,ndvi
Lower Shabelle,Sablaale,0.433,2015-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.244,2015-07-01,ndvi
Bay,Baydhaba,0.271,2015-07-01,ndvi
Bay,Buur Hakaba,0.306,2015-07-01,ndvi
Bay,Diinsoor,0.326,2015-07-01,ndvi
Bay,Qansax Dheere,0.256,2015-07-01,ndvi
Bakool,Xudur,0.22,2015-07-01,ndvi
Bakool,Ceel Barde,0.207,2015-07-01,ndvi
Bakool,Tayeeglow,0.248,2015-07-01,ndvi
Bakool,Waajid,0.215,2015-07-01,ndvi
Bakool,Rab Dhuure,0.173,2015-07-01,ndvi
Lower Shabelle,Marka,0.376,2015-08-01,ndvi
Lower Shabelle,Afgooye,0.249,2015-08-01,ndvi
Lower Shabelle,Baraawe,0.317,2015-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.38,2015-08-01,ndvi
Lower Shabelle,Qoryooley,0.337,2015-08-01,ndvi
Lower Shabelle,Sablaale,0.431,2015-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.216,2015-08-01,ndvi
Bay,Baydhaba,0.256,2015-08-01,ndvi
Bay,Buur Hakaba,0.29,2015-08-01,ndvi
Bay,Diinsoor,0.295,2015-08-01,ndvi
Bay,Qansax Dheere,0.224,2015-08-01,ndvi
Bakool,Xudur,0.205,2015-08-01,ndvi
Bakool,Ceel Barde,0.196,2015-08-01,ndvi
Bakool,Tayeeglow,0.253,2015-08-01,ndvi
Bakool,Waajid,0.2,2015-08-01,ndvi
Bakool,Rab Dhuure,0.156,2015-08-01,ndvi
Lower Shabelle,Marka,0.461,2015-09-01,ndvi
Lower Shabelle,Afgooye,0.27,2015-09-01,ndvi
Lower Shabelle,Baraawe,0.425,2015-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.51,2015-09-01,ndvi
Lower Shabelle,Qoryooley,0.461,2015-09-01,ndvi
Lower Shabelle,Sablaale,0.574,2015-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.232,2015-09-01,ndvi
Bay,Baydhaba,0.297,2015-09-01,ndvi
Bay,Buur Hakaba,0.375,2015-09-01,ndvi
Bay,Diinsoor,0.347,2015-09-01,ndvi
Bay,Qansax Dheere,0.248,2015-09-01,ndvi
Bakool,Xudur,0.219,2015-09-01,ndvi
Bakool,Ceel Barde,0.212,2015-09-01,ndvi
Bakool,Tayeeglow,0.293,2015-09-01,ndvi
Bakool,Waajid,0.216,2015-09-01,ndvi
Bakool,Rab Dhuure,0.165,2015-09-01,ndvi
Lower Shabelle,Marka,0.398,2015-10-01,ndvi
Lower Shabelle,Afgooye,0.267,2015-10-01,ndvi
Lower Shabelle,Baraawe,0.387,2015-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.488,2015-10-01,ndvi
Lower Shabelle,Qoryooley,0.436,2015-10-01,ndvi
Lower Shabelle,Sablaale,0.546,2015-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.292,2015-10-01,ndvi
Bay,Baydhaba,0.366,2015-10-01,ndvi
Bay,Buur Hakaba,0.397,2015-10-01,ndvi
Bay,Diinsoor,0.375,2015-10-01,ndvi
Bay,Qansax Dheere,0.318,2015-10-01,ndvi
Bakool,Xudur,0.29,2015-10-01,ndvi
Bakool,Ceel Barde,0.276,2015-10-01,ndvi
Bakool,Tayeeglow,0.38,2015-10-01,ndvi
Bakool,Waajid,0.293,2015-10-01,ndvi
Bakool,Rab Dhuure,0.172,2015-10-01,ndvi
Lower Shabelle,Marka,0.383,2015-11-01,ndvi
Lower Shabelle,Afgooye,0.476,2015-11-01,ndvi
Lower Shabelle,Baraawe,0.321,2015-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.631,2015-11-01,ndvi
Lower Shabelle,Qoryooley,0.641,2015-11-01,ndvi
Lower Shabelle,Sablaale,0.656,2015-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.559,2015-11-01,ndvi
Bay,Baydhaba,0.606,2015-11-01,ndvi
Bay,Buur Hakaba,0.61,2015-11-01,ndvi
Bay,Diinsoor,0.61,2015-11-01,ndvi
Bay,Qansax Dheere,0.54,2015-11-01,ndvi
Bakool,Xudur,0.51,2015-11-01,ndvi
Bakool,Ceel Barde,0.498,2015-11-01,ndvi
Bakool,Tayeeglow,0.631,2015-11-01,ndvi
Bakool,Waajid,0.538,2015-11-01,ndvi
Bakool,Rab Dhuure,0.331,2015-11-01,ndvi
Lower Shabelle,Marka,0.473,2015-12-01,ndvi
Lower Shabelle,Afgooye,0.521,2015-12-01,ndvi
Lower Shabelle,Baraawe,0.417,2015-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.655,2015-12-01,ndvi
Lower Shabelle,Qoryooley,0.648,2015-12-01,ndvi
Lower Shabelle,Sablaale,0.664,2015-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.521,2015-12-01,ndvi
Bay,Baydhaba,0.593,2015-12-01,ndvi
Bay,Buur Hakaba,0.562,2015-12-01,ndvi
Bay,Diinsoor,0.557,2015-12-01,ndvi
Bay,Qansax Dheere,0.524,2015-12-01,ndvi
Bakool,Xudur,0.432,2015-12-01,ndvi
Bakool,Ceel Barde,0.414,2015-12-01,ndvi
Bakool,Tayeeglow,0.555,2015-12-01,ndvi
Bakool,Waajid,0.467,2015-12-01,ndvi
Bakool,Rab Dhuure,0.31,2015-12-01,ndvi
Lower Shabelle,Marka,0.381,2016-01-01,ndvi
Lower Shabelle,Afgooye,0.336,2016-01-01,ndvi
Lower Shabelle,Baraawe,0.312,2016-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.501,2016-01-01,ndvi
Lower Shabelle,Qoryooley,0.446,2016-01-01,ndvi
Lower Shabelle,Sablaale,0.506,2016-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.317,2016-01-01,ndvi
Bay,Baydhaba,0.386,2016-01-01,ndvi
Bay,Buur Hakaba,0.372,2016-01-01,ndvi
Bay,Diinsoor,0.37,2016-01-01,ndvi
Bay,Qansax Dheere,0.372,2016-01-01,ndvi
Bakool,Xudur,0.269,2016-01-01,ndvi
Bakool,Ceel Barde,0.25,2016-01-01,ndvi
Bakool,Tayeeglow,0.364,2016-01-01,ndvi
Bakool,Waajid,0.282,2016-01-01,ndvi
Bakool,Rab Dhuure,0.184,2016-01-01,ndvi
Lower Shabelle,Marka,0.292,2016-02-01,ndvi
Lower Shabelle,Afgooye,0.228,2016-02-01,ndvi
Lower Shabelle,Baraawe,0.235,2016-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.354,2016-02-01,ndvi
Lower Shabelle,Qoryooley,0.309,2016-02-01,ndvi
Lower Shabelle,Sablaale,0.355,2016-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.226,2016-02-01,ndvi
Bay,Baydhaba,0.264,2016-02-01,ndvi
Bay,Buur Hakaba,0.267,2016-02-01,ndvi
Bay,Diinsoor,0.262,2016-02-01,ndvi
Bay,Qansax Dheere,0.248,2016-02-01,ndvi
Bakool,Xudur,0.218,2016-02-01,ndvi
Bakool,Ceel Barde,0.212,2016-02-01,ndvi
Bakool,Tayeeglow,0.267,2016-02-01,ndvi
Bakool,Waajid,0.22,2016-02-01,ndvi
Bakool,Rab Dhuure,0.159,2016-02-01,ndvi
Lower Shabelle,Marka,0.279,2016-03-01,ndvi
Lower Shabelle,Afgooye,0.215,2016-03-01,ndvi
Lower Shabelle,Baraawe,0.217,2016-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.312,2016-03-01,ndvi
Lower Shabelle,Qoryooley,0.281,2016-03-01,ndvi
Lower Shabelle,Sablaale,0.31,2016-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.224,2016-03-01,ndvi
Bay,Baydhaba,0.264,2016-03-01,ndvi
Bay,Buur Hakaba,0.261,2016-03-01,ndvi
Bay,Diinsoor,0.275,2016-03-01,ndvi
Bay,Qansax Dheere,0.231,2016-03-01,ndvi
Bakool,Xudur,0.214,2016-03-01,ndvi
Bakool,Ceel Barde,0.206,2016-03-01,ndvi
Bakool,Tayeeglow,0.261,2016-03-01,ndvi
Bakool,Waajid,0.222,2016-03-01,ndvi
Bakool,Rab Dhuure,0.152,2016-03-01,ndvi
Lower Shabelle,Marka,0.268,2016-04-01,ndvi
Lower Shabelle,Afgooye,0.215,2016-04-01,ndvi
Lower Shabelle,Baraawe,0.231,2016-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.338,2016-04-01,ndvi
Lower Shabelle,Qoryooley,0.291,2016-04-01,ndvi
Lower Shabelle,Sablaale,0.366,2016-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.236,2016-04-01,ndvi
Bay,Baydhaba,0.342,2016-04-01,ndvi
Bay,Buur Hakaba,0.291,2016-04-01,ndvi
Bay,Diinsoor,0.325,2016-04-01,ndvi
Bay,Qansax Dheere,0.271,2016-04-01,ndvi
Bakool,Xudur,0.255,2016-04-01,ndvi
Bakool,Ceel Barde,0.259,2016-04-01,ndvi
Bakool,Tayeeglow,0.315,2016-04-01,ndvi
Bakool,Waajid,0.327,2016-04-01,ndvi
Bakool,Rab Dhuure,0.202,2016-04-01,ndvi
Lower Shabelle,Marka,0.313,2016-05-01,ndvi
Lower Shabelle,Afgooye,0.292,2016-05-01,ndvi
Lower Shabelle,Baraawe,0.346,2016-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.551,2016-05-01,ndvi
Lower Shabelle,Qoryooley,0.499,2016-05-01,ndvi
Lower Shabelle,Sablaale,0.613,2016-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.375,2016-05-01,ndvi
Bay,Baydhaba,0.563,2016-05-01,ndvi
Bay,Buur Hakaba,0.516,2016-05-01,ndvi
Bay,Diinsoor,0.506,2016-05-01,ndvi
Bay,Qansax Dheere,0.459,2016-05-01,ndvi
Bakool,Xudur,0.43,2016-05-01,ndvi
Bakool,Ceel Barde,0.43,2016-05-01,ndvi
Bakool,Tayeeglow,0.559,2016-05-01,ndvi
Bakool,Waajid,0.495,2016-05-01,ndvi
Bakool,Rab Dhuure,0.312,2016-05-01,ndvi
Lower Shabelle,Marka,0.403,2016-06-01,ndvi
Lower Shabelle,Afgooye,0.369,2016-06-01,ndvi
Lower Shabelle,Baraawe,0.422,2016-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.619,2016-06-01,ndvi
Lower Shabelle,Qoryooley,0.567,2016-06-01,ndvi
Lower Shabelle,Sablaale,0.644,2016-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.422,2016-06-01,ndvi
Bay,Baydhaba,0.572,2016-06-01,ndvi
Bay,Buur Hakaba,0.562,2016-06-01,ndvi
Bay,Diinsoor,0.524,2016-06-01,ndvi
Bay,Qansax Dheere,0.488,2016-06-01,ndvi
Bakool,Xudur,0.433,2016-06-01,ndvi
Bakool,Ceel Barde,0.419,2016-06-01,ndvi
Bakool,Tayeeglow,0.553,2016-06-01,ndvi
Bakool,Waajid,0.432,2016-06-01,ndvi
Bakool,Rab Dhuure,0.304,2016-06-01,ndvi
Lower Shabelle,Marka,0.416,2016-07-01,ndvi
Lower Shabelle,Afgooye,0.381,2016-07-01,ndvi
Lower Shabelle,Baraawe,0.4,2016-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.523,2016-07-01,ndvi
Lower Shabelle,Qoryooley,0.502,2016-07-01,ndvi
Lower Shabelle,Sablaale,0.521,2016-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.318,2016-07-01,ndvi
Bay,Baydhaba,0.342,2016-07-01,ndvi
Bay,Buur Hakaba,0.395,2016-07-01,ndvi
Bay,Diinsoor,0.351,2016-07-01,ndvi
Bay,Qansax Dheere,0.31,2016-07-01,ndvi
Bakool,Xudur,0.256,2016-07-01,ndvi
Bakool,Ceel Barde,0.237,2016-07-01,ndvi
Bakool,Tayeeglow,0.306,2016-07-01,ndvi
Bakool,Waajid,0.244,2016-07-01,ndvi
Bakool,Rab Dhuure,0.176,2016-07-01,ndvi
Lower Shabelle,Marka,0.409,2016-08-01,ndvi
Lower Shabelle,Afgooye,0.365,2016-08-01,ndvi
Lower Shabelle,Baraawe,0.319,2016-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.449,2016-08-01,ndvi
Lower Shabelle,Qoryooley,0.454,2016-08-01,ndvi
Lower Shabelle,Sablaale,0.463,2016-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.262,2016-08-01,ndvi
Bay,Baydhaba,0.286,2016-08-01,ndvi
Bay,Buur Hakaba,0.317,2016-08-01,ndvi
Bay,Diinsoor,0.292,2016-08-01,ndvi
Bay,Qansax Dheere,0.268,2016-08-01,ndvi
Bakool,Xudur,0.227,2016-08-01,ndvi
Bakool,Ceel Barde,0.209,2016-08-01,ndvi
Bakool,Tayeeglow,0.264,2016-08-01,ndvi
Bakool,Waajid,0.229,2016-08-01,ndvi
Bakool,Rab Dhuure,0.162,2016-08-01,ndvi
Lower Shabelle,Marka,0.38,2016-09-01,ndvi
Lower Shabelle,Afgooye,0.278,2016-09-01,ndvi
Lower Shabelle,Baraawe,0.249,2016-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.356,2016-09-01,ndvi
Lower Shabelle,Qoryooley,0.347,2016-09-01,ndvi
Lower Shabelle,Sablaale,0.387,2016-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.212,2016-09-01,ndvi
Bay,Baydhaba,0.25,2016-09-01,ndvi
Bay,Buur Hakaba,0.264,2016-09-01,ndvi
Bay,Diinsoor,0.258,2016-09-01,ndvi
Bay,Qansax Dheere,0.23,2016-09-01,ndvi
Bakool,Xudur,0.213,2016-09-01,ndvi
Bakool,Ceel Barde,0.207,2016-09-01,ndvi
Bakool,Tayeeglow,0.251,2016-09-01,ndvi
Bakool,Waajid,0.213,2016-09-01,ndvi
Bakool,Rab Dhuure,0.152,2016-09-01,ndvi
Lower Shabelle,Marka,0.323,2016-10-01,ndvi
Lower Shabelle,Afgooye,0.223,2016-10-01,ndvi
Lower Shabelle,Baraawe,0.222,2016-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.299,2016-10-01,ndvi
Lower Shabelle,Qoryooley,0.281,2016-10-01,ndvi
Lower Shabelle,Sablaale,0.319,2016-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.205,2016-10-01,ndvi
Bay,Baydhaba,0.291,2016-10-01,ndvi
Bay,Buur Hakaba,0.248,2016-10-01,ndvi
Bay,Diinsoor,0.241,2016-10-01,ndvi
Bay,Qansax Dheere,0.242,2016-10-01,ndvi
Bakool,Xudur,0.235,2016-10-01,ndvi
Bakool,Ceel Barde,0.234,2016-10-01,ndvi
Bakool,Tayeeglow,0.277,2016-10-01,ndvi
Bakool,Waajid,0.246,2016-10-01,ndvi
Bakool,Rab Dhuure,0.156,2016-10-01,ndvi
Lower Shabelle,Marka,0.288,2016-11-01,ndvi
Lower Shabelle,Afgooye,0.207,2016-11-01,ndvi
Lower Shabelle,Baraawe,0.207,2016-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.319,2016-11-01,ndvi
Lower Shabelle,Qoryooley,0.278,2016-11-01,ndvi
Lower Shabelle,Sablaale,0.328,2016-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.247,2016-11-01,ndvi
Bay,Baydhaba,0.418,2016-11-01,ndvi
Bay,Buur Hakaba,0.297,2016-11-01,ndvi
Bay,Diinsoor,0.28,2016-11-01,ndvi
Bay,Qansax Dheere,0.296,2016-11-01,ndvi
Bakool,Xudur,0.326,2016-11-01,ndvi
Bakool,Ceel Barde,0.311,2016-11-01,ndvi
Bakool,Tayeeglow,0.388,2016-11-01,ndvi
Bakool,Waajid,0.327,2016-11-01,ndvi
Bakool,Rab Dhuure,0.187,2016-11-01,ndvi
Lower Shabelle,Marka,0.374,2016-12-01,ndvi
Lower Shabelle,Afgooye,0.316,2016-12-01,ndvi
Lower Shabelle,Baraawe,0.284,2016-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.536,2016-12-01,ndvi
Lower Shabelle,Qoryooley,0.437,2016-12-01,ndvi
Lower Shabelle,Sablaale,0.582,2016-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.289,2016-12-01,ndvi
Bay,Baydhaba,0.404,2016-12-01,ndvi
Bay,Buur Hakaba,0.378,2016-12-01,ndvi
Bay,Diinsoor,0.426,2016-12-01,ndvi
Bay,Qansax Dheere,0.364,2016-12-01,ndvi
Bakool,Xudur,0.29,2016-12-01,ndvi
Bakool,Ceel Barde,0.249,2016-12-01,ndvi
Bakool,Tayeeglow,0.332,2016-12-01,ndvi
Bakool,Waajid,0.304,2016-12-01,ndvi
Bakool,Rab Dhuure,0.179,2016-12-01,ndvi
Lower Shabelle,Marka,0.405,2017-01-01,ndvi
Lower Shabelle,Afgooye,0.352,2017-01-01,ndvi
Lower Shabelle,Baraawe,0.324,2017-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.56,2017-01-01,ndvi
Lower Shabelle,Qoryooley,0.496,2017-01-01,ndvi
Lower Shabelle,Sablaale,0.571,2017-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.282,2017-01-01,ndvi
Bay,Baydhaba,0.323,2017-01-01,ndvi
Bay,Buur Hakaba,0.372,2017-01-01,ndvi
Bay,Diinsoor,0.389,2017-01-01,ndvi
Bay,Qansax Dheere,0.35,2017-01-01,ndvi
Bakool,Xudur,0.226,2017-01-01,ndvi
Bakool,Ceel Barde,0.207,2017-01-01,ndvi
Bakool,Tayeeglow,0.268,2017-01-01,ndvi
Bakool,Waajid,0.225,2017-01-01,ndvi
Bakool,Rab Dhuure,0.164,2017-01-01,ndvi
Lower Shabelle,Marka,0.304,2017-02-01,ndvi
Lower Shabelle,Afgooye,0.234,2017-02-01,ndvi
Lower Shabelle,Baraawe,0.245,2017-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.378,2017-02-01,ndvi
Lower Shabelle,Qoryooley,0.319,2017-02-01,ndvi
Lower Shabelle,Sablaale,0.422,2017-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.2,2017-02-01,ndvi
Bay,Baydhaba,0.242,2017-02-01,ndvi
Bay,Buur Hakaba,0.254,2017-02-01,ndvi
Bay,Diinsoor,0.272,2017-02-01,ndvi
Bay,Qansax Dheere,0.243,2017-02-01,ndvi
Bakool,Xudur,0.199,2017-02-01,ndvi
Bakool,Ceel Barde,0.195,2017-02-01,ndvi
Bakool,Tayeeglow,0.233,2017-02-01,ndvi
Bakool,Waajid,0.202,2017-02-01,ndvi
Bakool,Rab Dhuure,0.15,2017-02-01,ndvi
Lower Shabelle,Marka,0.262,2017-03-01,ndvi
Lower Shabelle,Afgooye,0.194,2017-03-01,ndvi
Lower Shabelle,Baraawe,0.214,2017-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.298,2017-03-01,ndvi
Lower Shabelle,Qoryooley,0.267,2017-03-01,ndvi
Lower Shabelle,Sablaale,0.331,2017-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.192,2017-03-01,ndvi
Bay,Baydhaba,0.233,2017-03-01,ndvi
Bay,Buur Hakaba,0.237,2017-03-01,ndvi
Bay,Diinsoor,0.243,2017-03-01,ndvi
Bay,Qansax Dheere,0.221,2017-03-01,ndvi
Bakool,Xudur,0.188,2017-03-01,ndvi
Bakool,Ceel Barde,0.186,2017-03-01,ndvi
Bakool,Tayeeglow,0.226,2017-03-01,ndvi
Bakool,Waajid,0.202,2017-03-01,ndvi
Bakool,Rab Dhuure,0.146,2017-03-01,ndvi
Lower Shabelle,Marka,0.274,2017-04-01,ndvi
Lower Shabelle,Afgooye,0.221,2017-04-01,ndvi
Lower Shabelle,Baraawe,0.221,2017-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.321,2017-04-01,ndvi
Lower Shabelle,Qoryooley,0.289,2017-04-01,ndvi
Lower Shabelle,Sablaale,0.379,2017-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.225,2017-04-01,ndvi
Bay,Baydhaba,0.314,2017-04-01,ndvi
Bay,Buur Hakaba,0.303,2017-04-01,ndvi
Bay,Diinsoor,0.33,2017-04-01,ndvi
Bay,Qansax Dheere,0.273,2017-04-01,ndvi
Bakool,Xudur,0.232,2017-04-01,ndvi
Bakool,Ceel Barde,0.215,2017-04-01,ndvi
Bakool,Tayeeglow,0.28,2017-04-01,ndvi
Bakool,Waajid,0.251,2017-04-01,ndvi
Bakool,Rab Dhuure,0.168,2017-04-01,ndvi
Lower Shabelle,Marka,0.286,2017-05-01,ndvi
Lower Shabelle,Afgooye,0.261,2017-05-01,ndvi
Lower Shabelle,Baraawe,0.258,2017-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.398,2017-05-01,ndvi
Lower Shabelle,Qoryooley,0.341,2017-05-01,ndvi
Lower Shabelle,Sablaale,0.51,2017-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.276,2017-05-01,ndvi
Bay,Baydhaba,0.433,2017-05-01,ndvi
Bay,Buur Hakaba,0.406,2017-05-01,ndvi
Bay,Diinsoor,0.45,2017-05-01,ndvi
Bay,Qansax Dheere,0.349,2017-05-01,ndvi
Bakool,Xudur,0.298,2017-05-01,ndvi
Bakool,Ceel Barde,0.263,2017-05-01,ndvi
Bakool,Tayeeglow,0.37,2017-05-01,ndvi
Bakool,Waajid,0.326,2017-05-01,ndvi
Bakool,Rab Dhuure,0.192,2017-05-01,ndvi
Lower Shabelle,Marka,0.344,2017-06-01,ndvi
Lower Shabelle,Afgooye,0.349,2017-06-01,ndvi
Lower Shabelle,Baraawe,0.396,2017-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.56,2017-06-01,ndvi
Lower Shabelle,Qoryooley,0.477,2017-06-01,ndvi
Lower Shabelle,Sablaale,0.68,2017-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.347,2017-06-01,ndvi
Bay,Baydhaba,0.514,2017-06-01,ndvi
Bay,Buur Hakaba,0.498,2017-06-01,ndvi
Bay,Diinsoor,0.519,2017-06-01,ndvi
Bay,Qansax Dheere,0.389,2017-06-01,ndvi
Bakool,Xudur,0.333,2017-06-01,ndvi
Bakool,Ceel Barde,0.275,2017-06-01,ndvi
Bakool,Tayeeglow,0.386,2017-06-01,ndvi
Bakool,Waajid,0.342,2017-06-01,ndvi
Bakool,Rab Dhuure,0.197,2017-06-01,ndvi
Lower Shabelle,Marka,0.327,2017-07-01,ndvi
Lower Shabelle,Afgooye,0.289,2017-07-01,ndvi
Lower Shabelle,Baraawe,0.343,2017-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.455,2017-07-01,ndvi
Lower Shabelle,Qoryooley,0.416,2017-07-01,ndvi
Lower Shabelle,Sablaale,0.576,2017-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.274,2017-07-01,ndvi
Bay,Baydhaba,0.379,2017-07-01,ndvi
Bay,Buur Hakaba,0.388,2017-07-01,ndvi
Bay,Diinsoor,0.421,2017-07-01,ndvi
Bay,Qansax Dheere,0.284,2017-07-01,ndvi
Bakool,Xudur,0.226,2017-07-01,ndvi
Bakool,Ceel Barde,0.193,2017-07-01,ndvi
Bakool,Tayeeglow,0.279,2017-07-01,ndvi
Bakool,Waajid,0.219,2017-07-01,ndvi
Bakool,Rab Dhuure,0.163,2017-07-01,ndvi
Lower Shabelle,Marka,0.312,2017-08-01,ndvi
Lower Shabelle,Afgooye,0.246,2017-08-01,ndvi
Lower Shabelle,Baraawe,0.293,2017-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.394,2017-08-01,ndvi
Lower Shabelle,Qoryooley,0.346,2017-08-01,ndvi
Lower Shabelle,Sablaale,0.468,2017-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.22,2017-08-01,ndvi
Bay,Baydhaba,0.284,2017-08-01,ndvi
Bay,Buur Hakaba,0.291,2017-08-01,ndvi
Bay,Diinsoor,0.3,2017-08-01,ndvi
Bay,Qansax Dheere,0.198,2017-08-01,ndvi
Bakool,Xudur,0.198,2017-08-01,ndvi
Bakool,Ceel Barde,0.192,2017-08-01,ndvi
Bakool,Tayeeglow,0.233,2017-08-01,ndvi
Bakool,Waajid,0.194,2017-08-01,ndvi
Bakool,Rab Dhuure,0.147,2017-08-01,ndvi
Lower Shabelle,Marka,0.336,2017-09-01,ndvi
Lower Shabelle,Afgooye,0.25,2017-09-01,ndvi
Lower Shabelle,Baraawe,0.272,2017-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.368,2017-09-01,ndvi
Lower Shabelle,Qoryooley,0.329,2017-09-01,ndvi
Lower Shabelle,Sablaale,0.424,2017-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.226,2017-09-01,ndvi
Bay,Baydhaba,0.286,2017-09-01,ndvi
Bay,Buur Hakaba,0.284,2017-09-01,ndvi
Bay,Diinsoor,0.297,2017-09-01,ndvi
Bay,Qansax Dheere,0.245,2017-09-01,ndvi
Bakool,Xudur,0.215,2017-09-01,ndvi
Bakool,Ceel Barde,0.19,2017-09-01,ndvi
Bakool,Tayeeglow,0.239,2017-09-01,ndvi
Bakool,Waajid,0.219,2017-09-01,ndvi
Bakool,Rab Dhuure,0.153,2017-09-01,ndvi
Lower Shabelle,Marka,0.312,2017-10-01,ndvi
Lower Shabelle,Afgooye,0.234,2017-10-01,ndvi
Lower Shabelle,Baraawe,0.224,2017-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.315,2017-10-01,ndvi
Lower Shabelle,Qoryooley,0.303,2017-10-01,ndvi
Lower Shabelle,Sablaale,0.361,2017-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.232,2017-10-01,ndvi
Bay,Baydhaba,0.314,2017-10-01,ndvi
Bay,Buur Hakaba,0.319,2017-10-01,ndvi
Bay,Diinsoor,0.284,2017-10-01,ndvi
Bay,Qansax Dheere,0.235,2017-10-01,ndvi
